turn,player,response,predicted_action,predicted_normalized,predicted_family,chaga_top1_action,chaga_family,chaga_top3_actions,teacher_accept_top3,top1_match,top3_match,relaxed_match
20,1,PLAY W8,Play W2,PLAY W2,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B4,True,False,False,False
22,2,PLAY T3,Play W3,PLAY W3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY B1|PLAY W9,True,False,False,False
27,1,CHI B5,Chi B6,CHI B6,CHI,CHI B5,CHI,CHI B5|CHI B6,False,False,True,False
28,2,CHI W4,Chi W4,CHI W4,CHI,CHI W4,CHI,CHI W4,False,True,True,True
33,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
35,2,PLAY T1,Play W9,PLAY W9,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
41,1,PLAY B2,Play B2,PLAY B2,PLAY,PLAY B2,PLAY,PLAY B2,True,True,True,True
43,2,PLAY F3,Play W9,PLAY W9,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
49,1,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY T7,False,True,True,True
51,2,PLAY J2,Play W9,PLAY W9,PLAY,PLAY J2,PLAY,PLAY J2,False,False,False,False
57,1,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8,False,True,True,True
58,2,CHI B8,Chi B8,CHI B8,CHI,CHI B8,CHI,CHI B8,False,True,True,True
64,1,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
66,2,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
2,0,PLAY J3,Play W3,PLAY W3,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F4|PLAY T1,True,False,False,False
4,1,PLAY J1,Play F3,PLAY F3,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J3|PLAY F3,True,False,True,True
10,0,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1|PLAY F4|PLAY T1,True,False,False,False
12,1,PLAY J3,Play F3,PLAY F3,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F3,True,False,True,True
18,0,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY T1|PLAY B1,True,False,False,False
20,1,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F3|PLAY B5,True,True,True,True
25,0,PLAY B1,Play T1,PLAY T1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY T1,True,False,True,True
27,1,PLAY F3,Play F3,PLAY F3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B5,True,True,True,True
33,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,True,True,True,True
34,1,CHI T2,Chi T2,CHI T2,CHI,CHI T2,CHI,CHI T2|PASS,False,True,True,True
40,0,PLAY F2,Play B9,PLAY B9,PLAY,PLAY F2,PLAY,PLAY F2,True,False,False,False
42,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5|PLAY W7,True,True,True,True
47,1,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
4,1,PLAY F4,Play B1,PLAY B1,PLAY,PLAY F4,PLAY,PLAY F4|PLAY B1,True,False,True,True
6,2,PLAY B8,Play T8,PLAY T8,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T8|PLAY F4,True,False,True,True
11,1,CHI B2,Chi B3,CHI B3,CHI,CHI B2,CHI,CHI B2,False,False,False,False
13,2,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY F4,True,True,True,True
19,1,PLAY J3,Play T7,PLAY T7,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T7|PLAY W8,True,False,True,True
21,2,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W2,True,False,True,True
27,1,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY J2,True,True,True,True
29,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY W9,True,True,True,True
35,2,CHI T6,Chi T6,CHI T6,CHI,CHI T6,CHI,CHI T6,False,True,True,True
41,1,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W6,True,True,True,True
43,2,PLAY B9,Play B4,PLAY B4,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
49,1,PLAY T8,Play T7,PLAY T7,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T7,False,False,True,False
51,2,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5|PLAY W9|PLAY W8,False,True,True,True
57,1,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T8|PLAY W6,False,True,True,True
59,2,PLAY F2,Play W9,PLAY W9,PLAY,PLAY F2,PLAY,PLAY F2|PLAY W9,False,False,True,False
65,1,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B5,False,True,True,True
67,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W4|PLAY W9,False,True,True,True
2,0,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W1,True,False,True,True
4,1,PLAY F1,Play W4,PLAY W4,PLAY,PLAY F1,PLAY,PLAY F1|PLAY B5,True,False,False,False
10,0,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W3,True,True,True,True
12,1,PLAY B5,Play W2,PLAY W2,PLAY,PLAY B5,PLAY,PLAY B5,True,False,False,False
15,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
21,0,PLAY T4,Play W2,PLAY W2,PLAY,PLAY T4,PLAY,PLAY T4|PLAY W2|PLAY W3,True,False,True,True
23,1,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,True,True,True,True
32,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T8|PLAY W3,True,True,True,True
38,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
44,0,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,True,True,True,True
2,0,PLAY F2,Play B5,PLAY B5,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J2,True,False,False,False
7,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
9,0,PLAY J2,Play W6,PLAY W6,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
15,3,PLAY T5,Play W7,PLAY W7,PLAY,PLAY T5,PLAY,PLAY T5|PLAY F2,True,False,False,False
19,3,CHI W2,Chi W2,CHI W2,CHI,CHI W2,CHI,CHI W2,False,True,True,True
21,0,PLAY B1,Play W6,PLAY W6,PLAY,PLAY B1,PLAY,PLAY B1,True,False,False,False
27,3,PLAY T8,Play W7,PLAY W7,PLAY,PLAY T8,PLAY,PLAY T8|PLAY F2,True,False,False,False
29,0,PLAY J1,Play W6,PLAY W6,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
35,3,PLAY B8,Play W7,PLAY W7,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B3,True,False,False,False
37,0,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3,True,True,True,True
43,3,PLAY B9,Play W7,PLAY W7,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B3,True,False,False,False
45,0,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,True,True,True,True
51,3,PLAY T7,Play W7,PLAY W7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY B3,False,False,False,False
53,0,PLAY W6,Play B3,PLAY B3,PLAY,PLAY W6,PLAY,PLAY W6,False,False,False,False
61,3,PLAY B3,Play W7,PLAY W7,PLAY,PLAY B3,PLAY,PLAY B3|PLAY F2,False,False,False,False
63,0,PLAY B6,Play B3,PLAY B3,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B3,False,False,True,False
67,3,CHI W8,Chi W8,CHI W8,CHI,CHI W8,CHI,CHI W8,False,True,True,True
69,0,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY W7,False,True,True,True
75,3,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,False,True,True,True
6,2,PLAY F2,Play W6,PLAY W6,PLAY,PLAY F2,PLAY,PLAY F2|PLAY T1,True,False,False,False
8,3,PLAY J1,Play W3,PLAY W3,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
14,2,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY T2,True,True,True,True
16,3,PLAY B1,Play W3,PLAY W3,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B8,True,False,False,False
22,2,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T2,True,True,True,True
24,3,PLAY J2,Play W3,PLAY W3,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
30,2,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T2,True,True,True,True
32,3,PLAY B8,Play W8,PLAY W8,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W8,True,False,True,True
38,2,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY T2,True,True,True,True
40,3,PLAY W8,Play W3,PLAY W3,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T1,True,False,False,False
46,2,PLAY T2,Play T8,PLAY T8,PLAY,PLAY T2,PLAY,PLAY T2|PLAY T8|PLAY T5,True,False,True,True
47,3,CHI T2,Chi T2,CHI T2,CHI,CHI T2,CHI,CHI T2,False,True,True,True
53,2,PLAY T5,Play W8,PLAY W8,PLAY,PLAY T5,PLAY,PLAY T5|PLAY W8,False,False,True,False
55,3,PLAY F3,Play T3,PLAY T3,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
61,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B1,False,True,True,True
63,3,PLAY B1,Play T3,PLAY T3,PLAY,PLAY B1,PLAY,PLAY B1,False,False,False,False
68,2,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY B1,False,True,True,True
70,3,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY B3,False,True,True,True
76,2,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1,False,True,True,True
78,3,PLAY T8,Play T5,PLAY T5,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T3,True,False,False,False
84,2,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
92,2,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
94,3,PLAY F1,Play B7,PLAY B7,PLAY,PLAY F1,PLAY,PLAY F1|PLAY B7,False,False,True,False
100,2,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
102,3,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY B7,False,True,True,True
4,1,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T3|PLAY J1,True,False,False,False
7,1,PLAY T3,Play W3,PLAY W3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY T7|PLAY W7,True,False,False,False
9,2,PLAY F2,Play W4,PLAY W4,PLAY,PLAY F2,PLAY,PLAY F2|PLAY B8|PLAY T9,True,False,False,False
15,1,PLAY W7,Play W3,PLAY W3,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W3|GANG,True,False,True,True
17,2,PLAY J1,Play W4,PLAY W4,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2,True,False,False,False
23,1,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY W3|GANG,True,True,True,True
25,2,PLAY J2,Play W4,PLAY W4,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
31,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY B8|GANG,True,True,True,True
32,2,CHI W4,Chi W4,CHI W4,CHI,CHI W4,CHI,CHI W4,False,True,True,True
38,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,True,True,True,True
40,2,PLAY B3,Play W5,PLAY W5,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W5|PLAY T2,True,False,True,True
41,1,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
2,0,PLAY F4,Play B2,PLAY B2,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F2,True,False,False,False
4,1,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4,True,False,False,False
10,0,PLAY F2,Play B2,PLAY B2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J3,True,False,False,False
12,1,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY T8|PLAY B8,True,False,False,False
18,0,PLAY J3,Play T6,PLAY T6,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B5,True,False,False,False
20,1,PLAY T8,Play W2,PLAY W2,PLAY,PLAY T8,PLAY,PLAY T8,True,False,False,False
26,0,PLAY B5,Play W9,PLAY W9,PLAY,PLAY B5,PLAY,PLAY B5|PLAY T6|PLAY W9,True,False,True,True
28,1,PLAY B8,Play W2,PLAY W2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T3|PLAY B9,True,False,False,False
34,0,PLAY J3,Play W9,PLAY W9,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
36,1,PLAY B9,Play W2,PLAY W2,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
42,0,PLAY T6,Play W9,PLAY W9,PLAY,PLAY T6,PLAY,PLAY T6|PLAY W9,True,False,True,True
44,1,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
50,0,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B6|PLAY B9,False,True,True,True
52,1,PLAY W6,Play W2,PLAY W2,PLAY,PLAY W6,PLAY,PLAY W6|PLAY B4,False,False,False,False
57,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
59,1,PLAY W6,Play W2,PLAY W2,PLAY,PLAY W6,PLAY,PLAY W6|PLAY W7,False,False,False,False
65,0,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B6|PLAY B9,False,True,True,True
67,1,PLAY W6,Play W2,PLAY W2,PLAY,PLAY W6,PLAY,PLAY W6,False,False,False,False
73,0,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B8,False,False,False,False
75,1,PLAY T6,Play W2,PLAY W2,PLAY,PLAY T6,PLAY,PLAY T6,False,False,False,False
80,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
86,0,PLAY W1,Play B8,PLAY B8,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B8|PLAY B6,False,False,True,False
87,1,CHI W2,Chi W2,CHI W2,CHI,CHI W2,CHI,CHI W2,False,True,True,True
91,0,CHI B7,Chi B7,CHI B7,CHI,CHI B7,CHI,CHI B7,False,True,True,True
93,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5|PLAY B2,False,True,True,True
99,0,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2,False,True,True,True
101,1,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
2,0,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY B9|PLAY B3,True,True,True,True
8,3,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
10,0,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY B8|PLAY B9,True,True,True,True
16,3,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T1,True,False,False,False
18,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B8|PLAY B9,True,True,True,True
24,3,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W1,True,False,True,True
26,0,PLAY B8,Play T2,PLAY T2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B5,True,False,False,False
31,3,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T2,True,True,True,True
33,0,PLAY T3,Play T2,PLAY T2,PLAY,PLAY T3,PLAY,PLAY T3|PLAY B8|PLAY B5,True,False,False,False
39,3,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9,True,True,True,True
41,0,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B9,True,True,True,True
47,3,PLAY J2,Play T7,PLAY T7,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
49,0,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY B9,False,True,True,True
54,3,PLAY T2,Play W1,PLAY W1,PLAY,PLAY T2,PLAY,PLAY T2,False,False,False,False
56,0,PLAY B9,Play T8,PLAY T8,PLAY,PLAY B9,PLAY,PLAY B9|PLAY T8,False,False,True,False
59,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
61,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
67,3,PLAY B2,Play T5,PLAY T5,PLAY,PLAY B2,PLAY,PLAY B2,False,False,False,False
69,0,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7,False,True,True,True
75,3,PLAY F4,Play T5,PLAY T5,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
77,0,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
83,3,PLAY T8,Play T7,PLAY T7,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T7,False,False,True,False
85,0,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3,False,True,True,True
90,3,CHI T5,Chi T5,CHI T5,CHI,CHI T5,CHI,CHI T5,False,True,True,True
92,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
98,3,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
100,0,PLAY B7,Play B3,PLAY B3,PLAY,PLAY B7,PLAY,PLAY B7,False,False,False,False
105,3,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9,False,True,True,True
107,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B3,False,True,True,True
113,3,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5,False,True,True,True
115,0,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B3,False,True,True,True
121,3,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
123,0,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY B3,False,True,True,True
129,3,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,False,True,True,True
131,0,PLAY B3,Play W1,PLAY W1,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W1,False,False,True,False
6,2,PLAY J2,Play W9,PLAY W9,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W9,True,False,True,True
8,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B5|PLAY F3,True,True,True,True
13,2,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B8|PLAY W2,True,True,True,True
15,3,PLAY F3,Play W7,PLAY W7,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B5,True,False,False,False
21,2,PLAY B8,Play W2,PLAY W2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W3,True,False,False,False
23,3,PLAY B5,Play W7,PLAY W7,PLAY,PLAY B5,PLAY,PLAY B5|PLAY F4|PLAY T9,True,False,False,False
29,2,PLAY B2,Play W3,PLAY W3,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W3,True,False,True,True
31,3,PLAY F4,Play W7,PLAY W7,PLAY,PLAY F4,PLAY,PLAY F4|PLAY T9|PLAY F2,True,False,False,False
36,2,CHI T8,Chi T8,CHI T8,CHI,CHI T8,CHI,CHI T8|PASS,False,True,True,True
38,3,PLAY T9,Play W7,PLAY W7,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9,True,False,False,False
44,2,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,True,True,True,True
46,3,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W9,True,True,True,True
4,1,PLAY F1,Play W4,PLAY W4,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
6,2,PLAY B3,Play W5,PLAY W5,PLAY,PLAY B3,PLAY,PLAY B3|PLAY T6|PLAY W5,True,False,True,True
12,1,PLAY T9,Play W4,PLAY W4,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9,True,False,False,False
14,2,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY B6|PLAY B3,True,True,True,True
20,1,PLAY F2,Play W4,PLAY W4,PLAY,PLAY F2,PLAY,PLAY F2,True,False,False,False
22,2,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY B6|PLAY B3,True,True,True,True
27,1,PLAY W9,Play W4,PLAY W4,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W4,True,False,True,True
29,2,PLAY B6,Play B3,PLAY B3,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B3,True,False,True,True
35,1,PLAY B7,Play B4,PLAY B4,PLAY,PLAY B7,PLAY,PLAY B7|PLAY W4,True,False,False,False
37,2,PLAY B3,Play W7,PLAY W7,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W7,True,False,True,True
43,1,PLAY J1,Play B4,PLAY B4,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
45,2,PLAY B3,Play W7,PLAY W7,PLAY,PLAY B3,PLAY,PLAY B3|PLAY W7,True,False,True,True
51,1,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
54,1,PLAY F4,Play B4,PLAY B4,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
56,2,PLAY W7,Play W3,PLAY W3,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W3,False,False,True,False
62,1,PLAY B7,Play B4,PLAY B4,PLAY,PLAY B7,PLAY,PLAY B7|PLAY W4,False,False,False,False
64,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY F1,False,True,True,True
71,2,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8|PLAY F1,False,True,True,True
77,1,PLAY F2,Play W4,PLAY W4,PLAY,PLAY F2,PLAY,PLAY F2,False,False,False,False
79,2,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,False,True,True,True
88,1,PLAY W5,Play W4,PLAY W4,PLAY,PLAY W5,PLAY,PLAY W5|PLAY W4,False,False,True,False
90,2,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
95,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY B1,False,True,True,True
97,2,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
103,1,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T2,False,True,True,True
2,0,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
4,1,PLAY T9,Play W3,PLAY W3,PLAY,PLAY T9,PLAY,PLAY T9|PLAY F3|PLAY T4,True,False,False,False
10,0,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
12,1,PLAY T8,Play W3,PLAY W3,PLAY,PLAY T8,PLAY,PLAY T8|PLAY F3|PLAY W3,True,False,True,True
18,0,PLAY B4,Play W1,PLAY W1,PLAY,PLAY B4,PLAY,PLAY B4|PLAY T3|PLAY T7,True,False,False,False
19,1,CHI B5,Chi B5,CHI B5,CHI,CHI B5,CHI,CHI B5,False,True,True,True
25,0,PLAY W9,Play W2,PLAY W2,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W2,True,False,True,True
27,1,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W3|PLAY F2,True,False,True,True
33,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T8|PLAY T3,True,True,True,True
35,1,PLAY F2,Play W3,PLAY W3,PLAY,PLAY F2,PLAY,PLAY F2|PLAY T4|PLAY T6,True,False,False,False
41,0,PLAY W9,Play W4,PLAY W4,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T8|PLAY T3,True,False,False,False
43,1,PLAY W8,Play W3,PLAY W3,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T4|PLAY T6,True,False,False,False
48,0,CHI T6,Chi T6,CHI T6,CHI,CHI T6,CHI,CHI T6|CHI T7,False,True,True,True
50,1,PLAY T6,Play W2,PLAY W2,PLAY,PLAY T6,PLAY,PLAY T6|PLAY T4,False,False,False,False
55,0,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY T3,False,True,True,True
57,1,PLAY T4,Play W2,PLAY W2,PLAY,PLAY T4,PLAY,PLAY T4,False,False,False,False
63,0,PLAY B2,Play T3,PLAY T3,PLAY,PLAY B2,PLAY,PLAY B2|PLAY T3,False,False,True,False
65,1,PLAY J1,Play W3,PLAY W3,PLAY,PLAY J1,PLAY,PLAY J1|PLAY W3,False,False,True,False
71,0,PLAY T8,Play T3,PLAY T3,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T3,False,False,True,False
73,1,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
79,0,PLAY T3,Play T2,PLAY T2,PLAY,PLAY T3,PLAY,PLAY T3|PLAY T2|PLAY W6,False,False,True,False
81,1,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY W3,False,True,True,True
2,0,PLAY J3,Play W6,PLAY W6,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B9,True,False,False,False
